I,Q,A
5219,"¿Cómo se pueden conformar mancomunidades entre municipios según el Artículo 273?","La ley regulará la conformación de mancomunidades entre municipios, regiones y territorios indígena originario campesinos para el logro de sus objetivos."
5220,"¿Cómo se eligen los prefectos y consejeros departamentales en los departamentos descentralizados?","Los prefectos y consejeros departamentales se eligen mediante sufragio universal en los departamentos descentralizados."
5221,"¿Qué condición deben cumplir los departamentos descentralizados para acceder a la autonomía departamental?","Los departamentos descentralizados pueden acceder a la autonomía departamental mediante referendo."
5222,"¿Quién elabora los proyectos de Estatutos o Cartas Orgánicas?","Cada órgano deliberativo de las entidades territoriales elabora el proyecto de Estatuto o Carta Orgánica de manera participativa."
5223,"¿Qué porcentaje de aprobación se requiere para la aprobación del Estatuto o Carta Orgánica?","El proyecto de Estatuto o Carta Orgánica debe ser aprobado por dos tercios del total de los miembros del órgano deliberativo."
5224,"¿Qué garantiza el Artículo 276 sobre las entidades territoriales autónomas?","El Artículo 276 garantiza que las entidades territoriales autónomas no estarán subordinadas entre ellas y tendrán igual rango constitucional."
5225,"¿Cuáles son los órganos que constituyen el gobierno autónomo departamental?","El gobierno autónomo departamental está constituido por una Asamblea Departamental y un órgano ejecutivo."
5226,"¿Cómo se eligen los asambleístas departamentales según el Artículo 278?","Los asambleístas departamentales se eligen por votación universal, directa, libre, secreta y obligatoria, así como por las naciones y pueblos indígena originario campesinos de acuerdo a sus normas y procedimientos."
5227,"¿Qué criterios se toman en cuenta para la elección de asambleístas departamentales?","Se toman en cuenta criterios de representación poblacional, territorial, de identidad cultural y lingüística, y paridad y alternancia de género."
5228,"¿Quién dirige el órgano ejecutivo departamental?","El órgano ejecutivo departamental está dirigido por la Gobernadora o el Gobernador, como máxima autoridad ejecutiva."
5229,"¿Cómo se define la región según el Artículo 280?","La región está conformada por varios municipios o provincias con continuidad geográfica y que compartan cultura, lenguas, historia, economía y ecosistemas dentro de un departamento."
5230,"¿Bajo qué condiciones una región podrá constituirse como autonomía regional?","Una región podrá constituirse en autonomía regional a iniciativa de los municipios que la integran, vía referendo en sus jurisdicciones."
5231,"¿Quiénes conforman la Asamblea Regional?","La Asamblea Regional está constituida por miembros elegidos en cada municipio junto con las listas de candidatos a concejales municipales, de acuerdo a criterios poblacionales y territoriales."
5232,"¿Cuáles son las facultades de la Asamblea Regional?","La Asamblea Regional tiene facultades deliberativas, normativo-administrativas y fiscalizadoras en el ámbito de sus competencias."
5233,"¿Cómo se eligen las concejalas y concejales municipales?","Las concejalas y concejales municipales se eligen mediante sufragio universal."
5234,"¿Qué facultades tiene el Concejo Municipal?","El Concejo Municipal tiene facultades deliberativas, fiscalizadoras y legislativas en el ámbito de sus competencias."
5235,"¿Quién preside el órgano ejecutivo del gobierno autónomo municipal?","El órgano ejecutivo del gobierno autónomo municipal está presidido por la Alcaldesa o el Alcalde."
5236,"¿Qué establece el Artículo 285 sobre los requisitos para ser candidato a un cargo electivo en los órganos ejecutivos de los gobiernos autónomos?","El Artículo 285 establece que se debe cumplir con las condiciones generales de acceso al servicio público y haber residido de forma permanente al menos los dos años inmediatamente anteriores a la elección en la jurisdicción correspondiente."
5237,"¿Cuál es el período de mandato de las máximas autoridades ejecutivas de los gobiernos autónomos?","El período de mandato de las máximas autoridades ejecutivas de los gobiernos autónomos es de cinco años, y pueden ser reelectas de manera continua por una sola vez."
5238,"¿Quién asume la suplencia temporal de la máxima autoridad ejecutiva de un gobierno autónomo?","La suplencia temporal de la máxima autoridad ejecutiva de un gobierno autónomo corresponde a un miembro del Concejo o Asamblea, de acuerdo al Estatuto Autonómico o Carta Orgánica según corresponda."
5239,"¿Qué sucede en caso de renuncia o muerte de la máxima autoridad ejecutiva de un gobierno autónomo?","En caso de renuncia, muerte, inhabilidad permanente o revocatoria de la máxima autoridad ejecutiva, se procederá a una nueva elección si no ha transcurrido la mitad del mandato; en caso contrario, la sustitución se realizará con una autoridad ya electa definida según el Estatuto Autonómico o Carta Orgánica."
5240,"¿Qué requisitos deben cumplir los candidatos a los concejos y asambleas de los gobiernos autónomos?","Los candidatos a los concejos y asambleas de los gobiernos autónomos deben cumplir con las condiciones generales de acceso al servicio público, haber residido de forma permanente al menos los dos años anteriores a la elección, y tener 18 años cumplidos al día de la elección."
5241,"¿Cuál es el período de mandato de los integrantes de los Concejos y Asambleas de los gobiernos autónomos?","El período de mandato de los integrantes de los Concejos y Asambleas de los gobiernos autónomos es de cinco años, y pueden ser reelectos de manera continua por una sola vez."
5242,"¿En qué consiste la autonomía indígena originario campesina según el Artículo 289?","La autonomía indígena originario campesina consiste en el autogobierno como ejercicio de la libre determinación de las naciones y pueblos indígena originario campesinos, cuya población comparte territorio, cultura, historia, lenguas y organización propia."
5243,"¿Qué establece el Artículo 290 sobre la conformación de la autonomía indígena originario campesina?","La conformación de la autonomía indígena originario campesina se basa en los territorios ancestrales actualmente habitados por esos pueblos, y en la voluntad de su población expresada en consulta, de acuerdo a la Constitución y la ley."
5244,"¿Cuáles son las atribuciones del autogobierno de las autonomías indígenas originario campesinas?","El autogobierno de las autonomías indígenas originario campesinas se ejerce de acuerdo a sus normas, instituciones, autoridades y procedimientos, en armonía con la Constitución y la ley."
5245,"¿Qué territorios pueden constituirse en autonomías indígena originario campesinas?","Los territorios indígena originario campesinos, así como los municipios y regiones que adopten tal cualidad, pueden constituirse en autonomías indígena originario campesinas según la Constitución y la ley."
5246,"¿Qué debe hacer una autonomía indígena originario campesina para elaborar su Estatuto?","Cada autonomía indígena originario campesina debe elaborar su Estatuto de acuerdo a sus normas y procedimientos propios, según la Constitución y la Ley."
5247,"¿Cómo se constituye una autonomía indígena basada en territorios indígenas consolidados?","La autonomía indígena basada en territorios indígenas consolidados se constituye por la voluntad expresada de su población en consulta, en conformidad con sus normas y procedimientos propios como único requisito exigible."
5248,"¿Qué procedimiento debe seguirse si la conformación de una autonomía indígena afecta límites municipales?","Si la conformación de una autonomía indígena afecta límites de distritos o municipios, deberá seguirse un procedimiento ante la Asamblea Legislativa Plurinacional para su aprobación, previo cumplimiento de los requisitos y condiciones que señale la Ley."
5249,"¿Qué requisitos se deben cumplir para constituir una autonomía indígena originario campesina cuyos territorios se encuentren en uno o más municipios?","Para constituir una autonomía indígena originario campesina cuyos territorios se encuentren en uno o más municipios, la ley señalará los mecanismos de articulación, coordinación y cooperación para el ejercicio de su gobierno."
5250,"¿Cómo se adopta la decisión de constituir una autonomía indígena originario campesina?","La decisión de constituir una autonomía indígena originario campesina se adopta de acuerdo a las normas y procedimientos de consulta, conforme a los requisitos y condiciones establecidos por la Constitución y la ley."
5251,"¿Qué artículo protege la igualdad de rango constitucional entre entidades territoriales autónomas?","El artículo 276 protege la igualdad de rango constitucional entre las entidades territoriales autónomas."
5252,"¿Qué artículo regula la elección de los prefectos en los departamentos descentralizados?","El artículo 274 regula la elección de los prefectos en los departamentos descentralizados mediante sufragio universal."
5253,"¿Qué artículo establece los requisitos para ser candidato a un cargo en los órganos ejecutivos de los gobiernos autónomos?","El artículo 285 establece los requisitos para ser candidato a un cargo en los órganos ejecutivos de los gobiernos autónomos."
5254,"¿Qué artículo regula el proceso de elaboración del Estatuto o Carta Orgánica en las entidades territoriales?","El artículo 275 regula el proceso de elaboración del Estatuto o Carta Orgánica en las entidades territoriales."
5255,"¿Qué artículo define las competencias de la Asamblea Regional?","El artículo 281 define las competencias de la Asamblea Regional, otorgándole facultades deliberativas, normativo-administrativas y fiscalizadoras."
5256,"¿Qué artículo me indica cómo se constituye una autonomía indígena originario campesina?","El artículo 290 me indica cómo se constituye una autonomía indígena originario campesina, basada en territorios ancestrales y la voluntad de su población."
5257,"¿Qué artículo regula el proceso de elección de los asambleístas departamentales?","El artículo 278 regula el proceso de elección de los asambleístas departamentales mediante votación universal y procedimientos propios de los pueblos indígenas."
5258,"¿Qué artículo establece los criterios para la elección de concejales municipales en los municipios con población indígena?","El artículo 284 establece los criterios para la elección de concejales municipales en los municipios donde existan naciones o pueblos indígena originario campesinos."
5259,"¿Qué artículo menciona las facultades del Concejo Municipal?","El artículo 283 menciona las facultades del Concejo Municipal, que incluyen funciones deliberativas, fiscalizadoras y legislativas."
5260,"¿Qué artículo regula la conformación de regiones y su planificación?","El artículo 280 regula la conformación de regiones, su planificación y gestión, incluyendo la posibilidad de formar regiones metropolitanas."
5261,"¿Qué artículo establece los requisitos para ser miembro de los concejos y asambleas de los gobiernos autónomos?","El artículo 287 establece los requisitos para ser miembro de los concejos y asambleas de los gobiernos autónomos, incluyendo la residencia de dos años en la jurisdicción correspondiente."
5262,"¿Qué artículo indica el período de mandato de las autoridades de las autonomías indígena originario campesinas?","El artículo 288 indica que el período de mandato de las autoridades de las autonomías indígena originario campesinas es de cinco años, con posibilidad de reelección por una sola vez."
5263,"¿Qué artículo regula la posibilidad de convertir un municipio en autonomía indígena originario campesina?","El artículo 294 regula la posibilidad de convertir un municipio en autonomía indígena originario campesina mediante referendo y cumplimiento de condiciones establecidas por ley."
5264,"¿Qué artículo menciona la elaboración del Estatuto para las autonomías indígenas?","El artículo 292 menciona la elaboración del Estatuto para las autonomías indígenas, conforme a sus normas y procedimientos propios."
5265,"¿Qué artículo establece la suplencia temporal de la máxima autoridad ejecutiva de un gobierno autónomo?","El artículo 286 establece la suplencia temporal de la máxima autoridad ejecutiva de un gobierno autónomo, que corresponde a un miembro del Concejo o Asamblea."
5266,"¿Qué artículo regula la administración del patrimonio del Estado Plurinacional y sus entidades?","El artículo 298 regula la administración del patrimonio del Estado Plurinacional y de las entidades públicas del nivel central del Estado."
5267,"¿Qué establece el artículo 301 respecto a la autonomía regional?","El artículo 301 establece que la región, una vez constituida como autonomía regional, recibirá las competencias que le sean transferidas o delegadas."
5268,"¿Cuáles son algunas de las competencias exclusivas de los gobiernos municipales autónomos según el artículo 302?","Las competencias exclusivas incluyen elaborar la Carta Orgánica Municipal, planificar y promover el desarrollo humano, convocar consultas y referendos municipales, y la promoción del empleo, entre otras."
5269,"¿Qué competencia tienen los gobiernos municipales autónomos en relación con el medio ambiente según el artículo 302?","El artículo 302 otorga a los gobiernos municipales autónomos la competencia de preservar, conservar y contribuir a la protección del medio ambiente, recursos naturales, fauna silvestre y animales domésticos."
5270,"¿Qué establece el artículo 303 sobre las competencias de la autonomía indígena originaria campesina?","El artículo 303 establece que la autonomía indígena originaria campesina asumirá las competencias de los municipios, de acuerdo con un proceso de desarrollo institucional y características culturales propias."
5271,"¿Qué competencias pueden ejercer las autonomías indígena originario campesinas según el artículo 304?","Las autonomías indígena originario campesinas pueden ejercer competencias exclusivas como elaborar su Estatuto, gestionar los recursos naturales renovables, definir formas propias de desarrollo y administrar áreas protegidas en su jurisdicción."
5272,"¿Qué establece el artículo 305 sobre la transferencia de competencias?","El artículo 305 establece que toda asignación o transferencia de competencias deberá estar acompañada de la definición de la fuente de los recursos económicos y financieros necesarios para su ejercicio."
5273,"¿Cómo describe el artículo 306 el modelo económico boliviano?","El artículo 306 describe el modelo económico boliviano como plural, orientado a mejorar la calidad de vida de los ciudadanos, y constituido por las formas de organización económica comunitaria, estatal, privada y social cooperativa."
5274,"Según el artículo 309, ¿cuáles son los objetivos de las entidades económicas de propiedad estatal?","Los objetivos incluyen administrar los derechos de los recursos naturales, gestionar servicios básicos, promover la democracia económica y garantizar la participación de los trabajadores en la toma de decisiones."
5275,"¿Qué establece el artículo 310 respecto a las cooperativas?","El artículo 310 establece que el Estado reconoce y protege las cooperativas como formas de trabajo solidario y de cooperación sin fines de lucro, promoviendo principalmente su organización en actividades de producción."
5276,"¿Cuáles son los principios que rigen la política fiscal según el artículo 323?","La política fiscal se basa en principios como capacidad económica, igualdad, progresividad, proporcionalidad, transparencia, universalidad, control, sencillez administrativa y capacidad recaudatoria."
5277,"¿Qué prohíbe el artículo 324 en relación con las deudas al Estado?","El artículo 324 establece que no prescribirán las deudas por daños económicos causados al Estado."
5278,"Según el artículo 325, ¿qué delitos económicos serán penados por la ley?","El artículo 325 establece que delitos como el ilícito económico, la especulación, el contrabando, la usura y la evasión impositiva serán penados por ley."
5279,"¿Qué establece el artículo 327 sobre el Banco Central de Bolivia?","El artículo 327 establece que el Banco Central de Bolivia es una institución de derecho público cuya función es mantener la estabilidad del poder adquisitivo interno de la moneda, para contribuir al desarrollo económico y social."
5280,"¿Qué atribuciones tiene el Banco Central de Bolivia según el artículo 328?","Las atribuciones incluyen determinar y ejecutar la política monetaria, ejecutar la política cambiaria, regular el sistema de pagos, autorizar la emisión de la moneda y administrar las reservas internacionales."
5281,"¿Qué establece el artículo 308 sobre la iniciativa privada?","El artículo 308 establece que el Estado reconoce, respeta y protege la iniciativa privada, garantizando la libertad de empresa y el ejercicio pleno de actividades empresariales, reguladas por la ley."
5282,"¿Qué papel tiene el Estado en la planificación del desarrollo económico según el artículo 311?","El artículo 311 establece que el Estado ejerce la dirección integral del desarrollo económico y sus procesos de planificación."
5283,"¿Qué competencias compartidas pueden ejercer las autonomías indígena originario campesinas según el artículo 304?","Las competencias compartidas incluyen la participación y control en el aprovechamiento de áridos, el resguardo de derechos intelectuales colectivos y la regulación de organizaciones externas que desarrollen actividades en su jurisdicción."
5284,"¿Qué se prohíbe según el artículo 314?","El artículo 314 prohíbe el monopolio y el oligopolio privado, así como cualquier otra forma de asociación o acuerdo que pretenda el control y exclusividad en la producción y comercialización de bienes y servicios."
5285,"¿Cómo regula el Estado el sistema financiero según el artículo 330?","El artículo 330 establece que el Estado regulará el sistema financiero con criterios de igualdad de oportunidades, solidaridad, y distribución equitativa."
5286,"¿Qué condiciones impone el artículo 320 a la inversión extranjera?","El artículo 320 establece que toda inversión extranjera estará sometida a la jurisdicción, leyes y autoridades bolivianas, sin posibilidad de reclamar trato más favorable ni apelar a reclamaciones diplomáticas."
5287,"Según el artículo 316, ¿cuál es la función del Estado en la economía?","La función del Estado en la economía, según el artículo 316, incluye dirigir la planificación económica, regular la producción, distribución y comercialización de bienes y servicios, y promover la industrialización de los recursos naturales."
5288,"¿Qué competencias concurrentes pueden ejercer las autonomías indígena originario campesinas según el artículo 304?","Las competencias concurrentes incluyen la organización y ejecución de políticas de salud y educación, la conservación de recursos forestales, la construcción de caminos comunales y el monitoreo de actividades hidrocarburíferas."
5289,"¿Qué garantías otorga el artículo 308 sobre la libertad de empresa?","El artículo 308 garantiza la libertad de empresa y el pleno ejercicio de las actividades empresariales, que estarán reguladas por la ley."
5290,"¿Qué establece el artículo 317 sobre la planificación participativa?","El artículo 317 establece que el Estado garantizará la creación, organización y funcionamiento de una entidad de planificación participativa que incluya a representantes de instituciones públicas y de la sociedad civil organizada."
5291,"¿Qué medidas establece el artículo 312 para evitar el peligro a la soberanía económica del Estado?","El artículo 312 establece que no se permitirá la acumulación privada de poder económico en grado tal que ponga en peligro la soberanía económica del Estado."
5292,"¿Cuáles son algunos de los propósitos de la organización económica boliviana según el artículo 313?","Los propósitos incluyen la generación del producto social, la redistribución justa de la riqueza, la reducción de desigualdades y el desarrollo productivo industrializador de los recursos naturales."
5293,"¿Qué obligaciones tienen las formas de organización económica respecto al medio ambiente según el artículo 312?","El artículo 312 establece que todas las formas de organización económica tienen la obligación de proteger el medio ambiente."
5294,"¿Qué regula el artículo 321 sobre la administración económica y financiera del Estado?","El artículo 321 establece que la administración económica y financiera del Estado y de todas las entidades públicas se rige por su presupuesto y debe atender prioritariamente a áreas como educación, salud y desarrollo productivo."
5295,"¿Qué establece el artículo 328 respecto a la emisión de moneda?","El artículo 328 establece que el Banco Central de Bolivia tiene la atribución de autorizar la emisión de la moneda, en coordinación con la política económica determinada por el Órgano Ejecutivo."
5296,"¿Qué estipula el artículo 323 sobre la creación de impuestos?","El artículo 323 estipula que los impuestos de dominio tributario nacional serán aprobados por la Asamblea Legislativa Plurinacional, mientras que los impuestos de las autonomías serán aprobados por sus propios Concejos o Asambleas."
5297,"¿Qué papel tiene el Banco Central de Bolivia en la estabilidad económica según el artículo 327?","El artículo 327 establece que el Banco Central de Bolivia es responsable de mantener la estabilidad del poder adquisitivo interno de la moneda para contribuir al desarrollo económico y social."
5298,"¿Qué obligaciones tienen las formas de organización económica respecto a la generación de trabajo según el artículo 312?","El artículo 312 establece que todas las formas de organización económica tienen la obligación de generar trabajo digno y contribuir a la reducción de desigualdades y la erradicación de la pobreza."
5299,"¿Qué artículo me otorga protección en caso de acumulación excesiva de poder económico por una persona o entidad?","Artículo 312."
5300,"¿Qué artículo garantiza la protección de los recursos naturales en el marco de la autonomía indígena?","Artículo 304."
5301,"¿Cuál es el artículo que establece la responsabilidad del Estado en la planificación del desarrollo económico?","Artículo 311."
5302,"¿Qué artículo regula la posibilidad de crear empresas públicas municipales?","Artículo 302, numeral 26."
5303,"¿Qué artículo regula la industrialización de los recursos naturales para evitar la dependencia económica?","Artículo 311, numeral 3."
5304,"¿Qué artículo asegura que la iniciativa privada contribuya al desarrollo económico del país?","Artículo 308."
5305,"¿Cuál es el artículo que prohíbe el monopolio y el oligopolio en Bolivia?","Artículo 314."
5306,"¿Qué artículo me protege contra prácticas de especulación y contrabando?","Artículo 325."
5307,"¿Cuál es el artículo que garantiza la participación de los trabajadores en la gestión de empresas estatales?","Artículo 309, numeral 5."
5308,"¿Qué artículo establece la prioridad del consumo interno de productos hechos en Bolivia?","Artículo 320, numeral V."
5309,"¿Qué artículo especifica las atribuciones del Banco Central de Bolivia respecto a la política monetaria?","Artículo 328."
5310,"¿Qué artículo otorga a las autonomías la competencia de regular áreas protegidas en su jurisdicción?","Artículo 304, numeral 7."
5311,"¿Qué artículo regula la creación de la Guardia Municipal?","Artículo 302, numeral 36."
5312,"¿Qué artículo establece las políticas económicas para promover el desarrollo productivo rural?","Artículo 318, numeral IV."
5313,"¿Qué artículo permite a las autonomías indígena originario campesinas administrar impuestos en su jurisdicción?","Artículo 304, numeral 13."
5314,"¿Qué artículo garantiza que toda transferencia de competencias esté acompañada de recursos económicos?","Artículo 305."
5315,"¿Qué artículo protege los derechos de propiedad de los recursos naturales a nombre del pueblo boliviano?","Artículo 309, numeral 1."
5316,"¿Qué artículo regula la planificación y gestión de la ocupación territorial por las autonomías indígenas?","Artículo 304, numeral 15."
5317,"¿Qué artículo establece que todas las formas de organización económica deben contribuir al desarrollo económico del país?","Artículo 312."
5318,"¿Qué artículo me protege en caso de que se intenten controlar y monopolizar actividades productivas y comerciales esenciales?","Artículo 316, numeral 9."
5319,"¿Qué artículo establece que la economía boliviana es de carácter plural y orientada a mejorar la calidad de vida?","Artículo 306."
5320,"¿Cuál es el artículo que regula la libertad de empresa y garantiza el pleno ejercicio de actividades empresariales?","Artículo 308."
5321,"¿Qué artículo establece las competencias de los gobiernos municipales respecto al medio ambiente?","Artículo 302, numeral 5."
5322,"¿Qué artículo asegura la no prescripción de las deudas por daños al Estado?","Artículo 324."
5323,"¿Cuál es el artículo que establece la obligación de proteger el medio ambiente para todas las formas de organización económica?","Artículo 312, numeral III."
5324,"¿Qué artículo me permite saber qué hacer si quiero convocar un referendo municipal?","Artículo 302, numeral 3."
5325,"¿Qué artículo establece la política fiscal basada en los principios de capacidad económica y transparencia?","Artículo 323, numeral I."
5326,"¿Cuál es el artículo que describe las competencias concurrentes de las autonomías indígena originario campesinas?","Artículo 304, Sección III."
5327,"¿Qué artículo menciona la administración y preservación de áreas protegidas a nivel indígena?","Artículo 304, numeral 7."
5328,"¿Qué artículo establece la posibilidad de expropiar inmuebles por razones de utilidad y necesidad pública municipal?","Artículo 302, numeral 22."
5329,"¿Qué artículo regula la participación del Estado en la producción directa de bienes y servicios?","Artículo 309, numeral 3."
5330,"¿Cuál es el artículo que establece las atribuciones para la creación y administración de tasas y patentes municipales?","Artículo 302, numeral 20."
5331,"¿Qué artículo regula la creación y administración de servicios básicos en la jurisdicción municipal?","Artículo 302, numeral 40."
5332,"¿Qué artículo especifica las responsabilidades de los gobiernos municipales respecto al ordenamiento territorial?","Artículo 302, numeral 6."
5333,"¿Qué artículo garantiza la gestión de caminos comunales y vecinales en las autonomías indígenas?","Artículo 304, numeral 6."
5334,"¿Cuál es el artículo que establece las condiciones de contratación de deuda pública?","Artículo 322, numeral I."
5335,"¿Qué artículo menciona el objetivo de promover la democracia económica y la soberanía alimentaria de la población?","Artículo 309, numeral 4."
5336,"¿Qué artículo menciona la creación de centros de información y documentación municipales?","Artículo 302, numeral 25."
5337,"¿Qué artículo asegura la ejecución de la política financiera priorizando a la micro y pequeña empresa?","Artículo 330, numeral II."
5338,"¿Cuál es el artículo que regula la promoción y desarrollo de proyectos de políticas para la niñez, adolescencia y adultos mayores?","Artículo 302, numeral 39."
5339,"¿Qué establece el artículo 331 sobre las actividades financieras?","El artículo 331 establece que las actividades de intermediación financiera, la prestación de servicios financieros y cualquier otra actividad relacionada con el manejo, aprovechamiento e inversión del ahorro son de interés público y sólo pueden ejercerse con autorización del Estado, conforme con la ley."
5340,"¿Quién regula y supervisa a las entidades financieras según el artículo 332?","El artículo 332 establece que las entidades financieras estarán reguladas y supervisadas por una institución de regulación de bancos y entidades financieras, la cual tendrá carácter de derecho público y jurisdicción en todo el territorio boliviano."
5341,"¿Cómo se designa a la máxima autoridad de la institución de regulación de bancos según el artículo 332?","El artículo 332 indica que la máxima autoridad de la institución de regulación de bancos y entidades financieras será designada por la Presidenta o Presidente del Estado, de entre una terna propuesta por la Asamblea Legislativa Plurinacional."
5342,"¿Qué garantía otorga el artículo 333 sobre las operaciones financieras?","El artículo 333 garantiza el derecho de confidencialidad de las operaciones financieras realizadas por personas naturales o jurídicas, salvo en procesos judiciales y en casos en que se presuma la comisión de delitos financieros."
5343,"¿En qué casos se puede acceder a la información confidencial de las operaciones financieras según el artículo 333?","El artículo 333 establece que se puede acceder a la información confidencial de las operaciones financieras en casos de presunta comisión de delitos financieros, investigaciones sobre fortunas y otros casos definidos por la ley, sin necesidad de autorización judicial."
5344,"¿Qué protege el artículo 334 respecto a las organizaciones económicas campesinas?","El artículo 334 protege y fomenta a las organizaciones económicas campesinas, así como a las asociaciones u organizaciones de pequeños productores urbanos, facilitando su acceso a capacitación técnica, créditos, mercados y mejoramiento de procesos productivos."
5345,"¿Qué establece el artículo 335 sobre las cooperativas de servicios públicos?","El artículo 335 establece que las cooperativas de servicios públicos serán organizaciones de interés colectivo, sin fines de lucro, sometidas a control gubernamental y administradas democráticamente, con la supervisión del Órgano Electoral Plurinacional."
5346,"¿Qué apoyo ofrece el Estado a las organizaciones de economía comunitaria según el artículo 336?","El artículo 336 establece que el Estado apoyará a las organizaciones de economía comunitaria para que sean sujetos de crédito y puedan acceder al financiamiento."
5347,"¿Cómo describe el artículo 337 el desarrollo del turismo en Bolivia?","El artículo 337 establece que el turismo es una actividad económica estratégica que debe desarrollarse de manera sustentable, tomando en cuenta la riqueza cultural y el respeto al medio ambiente."
5348,"¿Qué promoción hace el Estado respecto al turismo comunitario según el artículo 337?","El artículo 337 establece que el Estado promoverá y protegerá el turismo comunitario para beneficiar a las comunidades urbanas y rurales, así como a las naciones y pueblos indígena originario campesinos."
5349,"¿Qué reconocimiento hace el artículo 338 respecto al trabajo del hogar?","El artículo 338 reconoce el valor económico del trabajo del hogar como fuente de riqueza y establece que debe cuantificarse en las cuentas públicas."
5350,"¿En qué situaciones puede el Presidente decretar pagos no autorizados por la ley del presupuesto según el artículo 339?","El artículo 339 establece que el Presidente puede decretar pagos no autorizados por la ley del presupuesto únicamente para atender necesidades impostergables derivadas de calamidades públicas, conmoción interna o agotamiento de recursos destinados a mantener servicios esenciales."
5351,"¿Qué establece el artículo 340 sobre las rentas del Estado?","El artículo 340 establece que las rentas del Estado se dividen en nacionales, departamentales, municipales e indígena originario campesinas, y se invertirán independientemente conforme a sus respectivos presupuestos."
5352,"¿Qué recursos son considerados departamentales según el artículo 341?","El artículo 341 establece que los recursos departamentales incluyen regalías, impuestos, tasas, contribuciones especiales, transferencias del Tesoro General de la Nación, créditos y empréstitos, ingresos por venta de bienes y donaciones."
5353,"¿Qué obligación tienen el Estado y la población respecto al medio ambiente según el artículo 342?","El artículo 342 establece que es deber del Estado y de la población conservar, proteger y aprovechar de manera sustentable los recursos naturales y la biodiversidad, manteniendo el equilibrio del medio ambiente."
5354,"¿Qué derechos tiene la población según el artículo 343 en relación con la gestión ambiental?","El artículo 343 establece que la población tiene derecho a la participación en la gestión ambiental y a ser consultada e informada previamente sobre decisiones que pudieran afectar la calidad del medio ambiente."
5355,"¿Qué prohibiciones se establecen en el artículo 344 respecto a armas y desechos?","El artículo 344 establece la prohibición de la fabricación y uso de armas químicas, biológicas y nucleares, así como la internación, tránsito y depósito de residuos nucleares y desechos tóxicos en territorio boliviano."
5356,"¿Qué responsabilidades establece el artículo 345 para quienes realicen actividades que afecten al medio ambiente?","El artículo 345 establece la responsabilidad por la ejecución de toda actividad que produzca daños medioambientales, incluyendo sanciones civiles, penales y administrativas por incumplimiento de las normas de protección del medio ambiente."
5357,"¿Qué declara el artículo 346 sobre el patrimonio natural?","El artículo 346 declara que el patrimonio natural es de interés público y estratégico para el desarrollo sustentable del país, y que su conservación y aprovechamiento son responsabilidad del Estado."
5358,"¿Qué responsabilidad tienen el Estado y la sociedad según el artículo 347 respecto a los daños ambientales?","El artículo 347 establece que el Estado y la sociedad tienen la responsabilidad de promover la mitigación de los efectos nocivos al medio ambiente y los pasivos ambientales que afectan al país."
5359,"¿Qué deben hacer quienes realicen actividades con impacto ambiental según el artículo 347?","El artículo 347 establece que quienes realicen actividades con impacto ambiental deben evitar, minimizar, mitigar, remediar, reparar y resarcir los daños ocasionados al medio ambiente y la salud de las personas."
5360,"¿Qué establece el artículo 348 sobre los recursos naturales?","El artículo 348 establece que los recursos naturales, tales como minerales, hidrocarburos, agua, aire, y biodiversidad, son de carácter estratégico y de interés público para el desarrollo del país."
5361,"¿A quién pertenece la propiedad de los recursos naturales según el artículo 349?","El artículo 349 establece que los recursos naturales son de propiedad y dominio directo, indivisible e imprescriptible del pueblo boliviano, y que su administración corresponde al Estado en función del interés colectivo."
5362,"¿Qué sucederá con cualquier título otorgado sobre una reserva fiscal según el artículo 350?","El artículo 350 establece que cualquier título otorgado sobre una reserva fiscal será nulo de pleno derecho, salvo que exista una autorización expresa por necesidad estatal y utilidad pública, de acuerdo con la ley."
5363,"¿Qué control ejercerá el Estado sobre los recursos naturales estratégicos según el artículo 351?","El artículo 351 establece que el Estado asumirá el control y la dirección sobre la exploración, explotación, industrialización, transporte y comercialización de los recursos naturales estratégicos, a través de entidades públicas, cooperativas o comunitarias."
5364,"¿Qué proceso debe realizarse antes de la explotación de recursos naturales en un territorio según el artículo 352?","El artículo 352 establece que la explotación de recursos naturales en determinado territorio estará sujeta a un proceso de consulta libre, previa e informada a la población afectada."
5365,"¿Qué beneficios tiene el pueblo boliviano respecto a los recursos naturales según el artículo 353?","El artículo 353 establece que el pueblo boliviano tendrá acceso equitativo a los beneficios provenientes del aprovechamiento de los recursos naturales, dando prioridad a los territorios donde se encuentren estos recursos y a las naciones y pueblos indígenas."
5366,"¿Qué obligación tiene el Estado respecto a la investigación sobre recursos naturales según el artículo 354?","El artículo 354 establece que el Estado desarrollará y promoverá la investigación relativa al manejo, conservación y aprovechamiento de los recursos naturales y la biodiversidad."
5367,"¿Qué prioridad establece el artículo 355 para el Estado en relación con los recursos naturales?","El artículo 355 establece que la industrialización y comercialización de los recursos naturales será una prioridad del Estado."
5368,"¿Cómo serán distribuidas las utilidades obtenidas por la explotación de recursos naturales según el artículo 355?","El artículo 355 establece que las utilidades obtenidas serán distribuidas y reinvertidas para promover la diversificación económica en los diferentes niveles territoriales del Estado."
5369,"¿Qué establece el artículo 356 sobre las actividades relacionadas con los recursos naturales no renovables?","El artículo 356 establece que las actividades de exploración, explotación, refinación, industrialización, transporte y comercialización de los recursos naturales no renovables tendrán el carácter de necesidad estatal y utilidad pública."
